age_without_unit,value
62.3,-1.18
62.52,-1
62.66,-1.38
63.01,-0.82
63.15,-1.02
63.29,-0.9
12.52,-0.82
12.53,-0.99
12.53,-1.23
12.54,-1.15
12.55,-0.91
12.55,-1.14
12.58,-0.96
12.61,-1.1
12.62,-0.97
12.63,-0.59
12.63,-0.99
12.64,-0.77
12.65,-0.86
12.67,-0.65
12.68,-0.69
12.68,-0.85
12.7,-0.88
12.7,-0.97
12.71,-0.87
12.72,-1.07
12.72,-0.88
12.73,-0.61
12.74,-1
12.74,-1.01
12.75,-0.92
12.76,-0.95
12.77,-1.06
12.78,-0.93
12.78,-1.22
12.79,-0.74
12.8,-0.89
12.8,-0.99
12.81,-0.71
12.81,-0.86
12.81,-0.89
12.81,-0.67
12.82,-0.98
12.82,-0.95
12.82,-0.76
12.82,-1
12.82,-1.12
12.83,-0.98
12.83,-1.03
12.83,-1.02
12.83,-1.1
12.84,-0.97
12.84,-1.11
12.84,-0.88
12.84,-0.91
12.84,-0.95
12.85,-0.97
12.85,-1.1
12.85,-1.03
12.85,-0.99
12.85,-0.92
12.86,-0.96
12.86,-0.97
12.86,-0.8
12.86,-1.01
12.86,-0.86
12.87,-0.87
12.87,-0.98
12.87,-0.9
12.87,-0.75
12.87,-0.92
12.88,-0.96
12.88,-0.98
12.88,-0.89
12.89,-0.9
12.9,-0.88
12.91,-0.95
12.92,-0.92
12.94,-1.05
12.96,-1
12.98,-0.97
12.99,-1.13
13,-0.94
13.01,-0.91
13.02,-1.05
13.04,-1.14
13.05,-1.14
13.06,-0.97
13.08,-0.97
13.09,-0.88
13.1,-1.08
13.13,-1.05
13.21,-1.06
13.3,-1.25
13.37,-0.96
13.54,-1.02
13.66,-0.92
13.72,-0.89
13.8,-1.06
13.86,-1.13
13.94,-0.62
14,-1.07
14.06,-0.9
14.09,-1.08
14.16,-1.09
14.23,-1.21
14.3,-0.65
14.38,-0.9
14.55,-1.02
14.62,-1.17
14.69,-1
14.76,-0.87
15,-0.98
15.07,-1.2
15.14,-1.15
15.21,-1.07
15.28,-1.01
15.35,-1.13
15.41,-1.03
15.44,-1.16
15.46,-1.23
15.52,-1.12
15.6,-1.23
15.66,-1.29
15.74,-1.57
15.81,-1.04
15.91,-1.1
15.98,-1
16.12,-1.56
16.37,-1.23
16.43,-1.06
16.51,-1.32
16.57,-0.97
16.65,-0.99
16.71,-0.88
16.77,-0.9
16.82,-0.94
16.88,-0.98
16.96,-1.14
17.03,-0.99
17.1,-1.21
17.17,-1.06
17.22,-1.07
17.27,-1.29
17.34,-0.72
17.41,-0.69
17.48,-1.29
17.56,-1.18
17.62,-1.01
17.68,-0.65
17.73,-0.93
17.8,-0.84
17.87,-0.88
17.94,-0.9
18,-0.79
18.19,-0.54
18.25,-0.57
18.33,-1.08
18.39,-1
18.47,-0.96
18.53,-0.84
18.59,-0.71
18.68,-0.69
18.81,-0.74
18.96,-0.84
19.09,-0.57
19.24,-0.68
19.37,-0.53
19.54,-0.61
19.59,-0.75
19.66,-0.54
19.78,-0.83
19.84,-0.16
19.89,-0.97
38.5,-0.48
39.4,-0.4
39.5,-0.59
40.3,-0.59
40.3,-0.39
40.7,-0.58
40.7,-0.39
41,-0.59
41.3,-0.69
41.3,-0.48
41.7,-1.18
41.8,-1.28
41.9,-0.59
41.9,-0.48
42,-0.6
42.7,-0.88
43,-0.8
43,-0.75
43.4,-0.79
43.4,-0.7
43.6,-1
43.6,-1.36
43.6,-0.97
44.1,-0.9
44.2,-0.7
44.3,-1.52
44.3,-1.35
44.4,-0.8
44.7,-0.7
44.7,-0.49
44.9,-1.2
44.9,-0.7
45.2,-1.4
45.2,-1.33
45.4,-0.7
45.4,-0.4
45.5,-0.5
46.8,-1.2
47.2,-0.8
67,-0.5
67,-0.6
67,-0.68
67,-0.78
67,-0.82
67,-0.9
67,-1.08
67,-1.15
67,-1.23
67,-1.27
67,-1.13
67,-1.28
67,-1.46
67,-1.48
67,-1.65
66.05,-1.32
66.05,-0.89
66.08,-1.24
66.08,-0.74
66.13,-0.86
66.16,-0.77
66.25,-1.04
66.33,-0.74
66.42,-0.93
66.6,-0.72
66.69,-0.76
66.77,-0.74
66.86,-1.02
66.94,-0.88
67.03,-0.83
67.14,-1.11
67.23,-1.01
67.69,-3.67
67.77,-1.11
67.77,-1.3
68.22,-1.05
68.22,-1.28
68.22,-0.93
68.31,-1.41
68.4,-1.14
68.49,-1.58
68.49,-1.4
68.57,-2.01
68.57,-1.21
68.66,-1.95
68.66,-1.48
68.94,-1.38
69.03,-1.32
69.4,-1.58
69.4,-1.25
69.49,-1.27
69.57,-3.08
69.57,-2.79
59,-1.15
63,-0.6
40.11,-1.18
40.13,-1.37
40.14,-1.42
40.16,-1.53
40.17,-1.48
40.18,-1.36
40.19,-1.63
40.2,-1.38
40.22,-1.59
40.23,-1.22
40.24,-1.12
40.25,-1.32
40.26,-1.31
40.27,-1.17
40.28,-1.47
40.29,-1.46
40.3,-1.52
40.32,-1.37
40.33,-1.38
40.35,-1.42
40.36,-1.55
40.37,-1.53
40.39,-1.33
40.4,-1.31
40.41,-1.36
40.42,-1.29
40.44,-1.48
40.46,-1.47
40.48,-1.59
40.49,-1.32
40.51,-1.52
40.53,-1.47
40.55,-1.39
40.57,-1.63
40.58,-1.44
40.59,-1.39
40.6,-1.31
40.61,-1.48
40.63,-1.48
40.65,-1.38
40.66,-1.46
40.67,-1.49
40.68,-1.31
40.69,-1.78
40.7,-1.59
40.71,-1.79
40.72,-1.57
40.73,-1.7
40.74,-1.88
40.75,-1.02
40.75,-1.77
40.76,-1.58
40.77,-0.88
40.77,-1.57
40.78,-1.44
40.79,-1.25
40.79,-1.53
40.8,-1.53
40.81,-1.65
40.82,-1.15
40.82,-1.18
40.82,-1.92
40.83,-1.96
40.84,-0.95
40.84,-1.72
40.85,-1.87
40.86,-1.2
40.86,-2.2
40.87,-1.72
40.88,-1.77
40.89,-1.95
40.9,-1.88
40.91,-1.74
40.93,-1.65
40.95,-1.06
40.95,-1.56
40.96,-0.99
40.97,-1.72
40.98,-1.07
40.99,-1.19
40.99,-1.65
41.01,-1.75
41.02,-1.69
41.03,-1.54
75.66,-3.3
75.66,-3.63
75.68,-3.97
75.69,-3.25
75.69,-3.44
75.69,-3.04
75.69,-3.52
75.7,-3.4
75.7,-3.84
75.76,-1.05
75.76,-1.08
75.76,-0.94
75.76,-1.47
75.76,-1.15
75.76,-0.92
75.76,-1.17
75.76,-0.73
75.76,-0.95
75.76,-0.91
75.79,-1.24
75.79,-1.13
75.79,-0.91
75.79,-1.16
75.79,-1.22
75.79,-1.02
75.79,-1.23
75.79,-0.75
75.79,-1.27
75.8,-3.1
75.8,-3.08
75.8,-3.38
75.8,-3.26
75.81,-3.61
75.86,-3.68
75.86,-3.31
75.86,-3.77
75.86,-3.12
75.86,-3.66
75.88,-3.45
75.88,-3.38
75.88,-4.24
75.88,-2.81
75.88,-3.49
75.96,-3.71
75.96,-3.61
75.96,-3.4
75.96,-2.96
75.96,-3.59
75.97,-3.35
75.97,-3.72
75.97,-3.1
75.97,-3.49
75.97,-3.02
75.98,-3.82
75.98,-3.44
75.98,-3.29
75.98,-3.6
75.98,-2.53
75.98,-3.43
75.99,-1.13
75.99,-1.16
75.99,-1.19
75.99,-1.15
75.99,-1.04
75.99,-1.32
75.99,-0.87
75.99,-1.01
75.99,-1.12
76.06,-3.39
76.06,-3.79
76.06,-3.13
76.06,-3.4
76.06,-3.24
76.06,-2.49
76.06,-3.56
76.08,-3.14
76.08,-3.23
76.08,-2.37
76.09,-3.37
76.12,-1.07
76.12,-1.17
76.12,-0.97
76.12,-1.15
76.12,-1.13
76.12,-0.98
76.12,-1.34
76.12,-0.68
76.12,-0.94
76.13,-3.47
76.13,-3.64
76.13,-3.56
76.13,-3.16
76.13,-3.85
76.13,-2.12
76.13,-3.69
76.13,-2.48
76.18,-3.88
76.18,-3.38
76.18,-2.94
76.2,-3.27
76.2,-3
76.23,-1.22
76.23,-1.26
76.23,-1.27
76.23,-1.13
76.23,-1.21
76.23,-1.12
76.23,-1
76.23,-1.29
76.23,-1.37
76.26,-1.08
76.26,-1.25
76.26,-1.04
76.26,-1.28
76.26,-1.38
76.26,-1.17
76.26,-1.34
76.26,-0.91
76.26,-1.1
76.44,-1.05
76.44,-1.27
76.44,-1.01
76.44,-1.2
76.44,-0.95
76.44,-1.06
76.44,-1.23
76.44,-1.16
76.55,-1.22
76.55,-1.12
76.55,-1.02
76.55,-1.08
76.55,-1.35
76.55,-0.89
76.55,-0.82
76.55,-1.16
76.59,-3.7
76.66,-1
76.66,-0.73
76.66,-0.97
76.66,-0.96
76.66,-0.94
76.66,-1.09
76.82,-4.08
76.82,-3.74
76.82,-3.4
76.82,-4.12
76.82,-3.85
76.82,-3.24
76.82,-3.87
76.89,-3.65
76.89,-2.23
76.89,-3.6
76.89,-3.48
76.89,-3.1
76.91,-2.75
76.91,-4.05
76.91,-3.19
76.91,-2.7
76.95,-4.13
77,-1.02
77,-1.17
77,-1.15
77,-1.14
77,-1.09
77,-0.75
77,-0.84
77,-0.54
77.22,-3.26
77.22,-3.64
77.22,-2.22
77.22,-2.42
77.26,-3.82
77.26,-2.81
77.26,-4.14
77.26,-3.28
77.31,-1.05
77.31,-0.94
77.31,-0.71
77.31,-1.16
77.31,-1.04
77.31,-0.81
77.31,-0.79
77.31,-0.89
77.48,-0.9
77.48,-0.97
77.48,-0.96
77.48,-1.12
77.48,-1.08
77.48,-1.2
77.48,-0.7
77.51,-3.52
77.59,-3.99
77.59,-4.97
77.59,-3.4
77.59,-4.08
77.59,-3.81
77.59,-3.86
77.68,-3.37
77.68,-3.25
77.79,-3.57
77.79,-3.52
77.79,-3.29
77.98,-3.58
77.98,-4.03
77.98,-3.2
77.98,-3.34
77.98,-4
78.03,-3.79
78.03,-2.76
78.03,-3.96
78.05,-1.08
78.05,-0.92
78.05,-0.71
78.05,-0.94
78.05,-1.22
78.05,-0.96
78.05,-0.98
78.05,-0.81
78.2,-1.09
78.2,-0.9
78.2,-1
78.2,-0.83
78.2,-1.06
78.2,-0.84
78.2,-1.05
78.3,-0.96
78.3,-0.87
78.3,-1.04
78.3,-0.84
78.3,-1.18
78.3,-0.75
78.3,-0.94
78.35,-3.53
78.35,-3.07
78.41,-1.05
78.41,-0.85
78.41,-0.99
78.41,-1.2
78.41,-0.88
78.41,-0.82
78.41,-0.94
78.52,-1.15
78.52,-1.04
78.52,-1.06
78.52,-0.86
78.52,-1.21
78.52,-0.9
78.52,-0.93
78.63,-1.12
78.63,-1.16
78.63,-1.05
78.63,-1.08
78.63,-0.93
78.63,-1.09
78.63,-0.86
78.63,-1.06
78.74,-1.29
78.74,-1.1
78.74,-1.03
78.74,-1.13
78.74,-1.02
78.74,-0.88
78.74,-1.25
78.74,-1.04
78.85,-1.22
78.85,-1.19
78.85,-1.14
78.85,-1.45
78.85,-1.25
78.85,-1.03
78.85,-0.89
78.85,-1.1
78.95,-1.16
78.95,-1.08
78.95,-1.45
78.95,-1.11
78.95,-1.3
78.95,-0.9
78.95,-0.98
78.95,-1.18
79.06,-1.06
79.06,-0.98
79.06,-1.27
79.06,-1.13
79.06,-1.14
79.06,-1.71
79.06,-0.85
79.06,-0.94
79.17,-1.24
79.17,-1.11
79.17,-1.15
79.17,-1.04
79.17,-1.41
79.17,-1.16
79.17,-0.87
79.17,-0.86
79.23,-3.96
79.23,-4.16
79.23,-3.92
79.23,-4.17
79.23,-4.03
79.28,-4.31
79.28,-3.7
79.28,-4.06
79.28,-4.05
79.31,-1.18
79.31,-1.25
79.31,-1.5
79.31,-1.19
79.31,-1.05
79.31,-1.08
79.32,-3.67
92.59,-4.2
92.62,-4.45
92.64,-4.22
92.68,-4.13
92.79,-4.13
92.83,-4.31
92.83,-4.25
92.85,-3.57
92.96,-4.3
92.96,-4.29
93,-4.38
93.02,-4.74
93.02,-4.11
93.22,-4.4
93.25,-4.12
93.26,-4.74
93.26,-4.03
93.27,-4.38
93.39,-4.88
93.39,-4.64
93.42,-4.66
94.57,-4.58
94.57,-4.43
94.6,-4.88
94.6,-4.28
94.62,-4.45
94.62,-3.69
94.65,-4.45
94.65,-3.62
94.67,-4.13
94.69,-3.89
94.74,-4.1
94.8,-4.5
94.8,-4.2
94.81,-4.22
94.85,-4.17
94.86,-3.67
94.89,-4.17
94.91,-4.15
94.91,-3.94
94.92,-4.13
94.98,-4.18
94.98,-4.09
95.06,-4.1
95.06,-4.05
95.1,-4.1
95.14,-4.32
95.14,-3.92
95.15,-4.12
95.39,-3.93
69.9,-1.02
69.92,-0.97
69.93,-0.85
69.95,-0.88
69.96,-0.87
69.98,-0.84
70,-0.82
70.01,-0.84
70.03,-1.04
70.04,-0.87
70.06,-0.92
70.08,-1.2
70.1,-1.15
70.13,-0.95
70.14,-1.01
70.16,-1.12
70.18,-1.23
70.19,-0.77
70.21,-0.85
70.22,-0.9
70.24,-0.94
70.25,-0.88
70.27,-0.95
70.29,-1.04
70.3,-0.8
70.32,-0.82
70.33,-0.78
70.35,-0.96
70.36,-0.86
70.38,-1.01
70.4,-0.79
70.41,-1.02
70.43,-0.86
70.44,-0.72
70.46,-0.79
70.48,-0.75
70.49,-0.83
70.51,-0.85
70.52,-0.73
70.54,-0.82
70.56,-0.74
70.57,-0.62
70.58,-0.89
70.6,-1
70.62,-0.76
70.63,-1.1
70.65,-0.93
70.67,-0.94
70.68,-0.88
70.7,-1.04
70.72,-0.9
70.73,-1.56
70.75,-0.74
70.76,-0.91
70.78,-0.76
70.8,-0.61
70.81,-0.91
70.83,-0.86
70.84,-0.75
70.86,-1.01
70.88,-0.83
70.89,-0.78
70.91,-1.12
70.92,-0.81
70.94,-0.91
70.96,-1
70.97,-0.78
70.99,-1.26
71,-0.87
71.02,-1.35
71.04,-1.3
71.05,-0.88
71.06,-0.75
71.08,-0.9
71.1,-0.98
71.11,-0.9
71.13,-0.81
71.14,-0.78
71.16,-0.79
71.18,-0.92
71.19,-0.77
71.21,-0.92
71.22,-0.69
71.24,-0.8
71.26,-0.79
71.27,-0.71
71.29,-0.79
71.3,-0.61
71.32,-0.6
71.34,-0.79
71.35,-0.88
71.37,-0.97
71.38,-0.97
71.4,-0.94
71.43,-0.79
71.45,-0.89
71.46,-1.18
71.48,-1.04
71.49,-0.94
71.51,-0.64
71.53,-0.8
71.54,-1.07
71.56,-0.78
71.59,-0.99
71.61,-1.03
71.62,-0.92
71.64,-0.95
71.65,-0.92
71.67,-0.85
71.69,-0.83
71.72,-0.95
71.73,-0.88
71.75,-1.06
71.77,-0.75
71.78,-0.91
71.8,-1.01
71.81,-0.89
71.83,-1.05
71.85,-1.07
71.86,-1.05
71.88,-0.91
71.89,-1.06
71.91,-0.96
71.93,-0.75
71.94,-0.96
71.96,-0.97
71.99,-1
72.02,-1.23
72.04,-0.94
72.05,-0.82
72.07,-0.67
72.08,-0.91
72.1,-0.84
5.8,-0.92
6,-1.18
6.3,-1.12
6.6,-1.13
6.9,-1.09
7.2,-1.09
7.5,-1.27
7.8,-1.34
8.1,-1.02
8.4,-1.08
8.6,-0.96
8.8,-1.15
9.2,-1.08
9.5,-1.32
9.9,-0.95
10.3,-1.3
10.7,-0.92
11.1,-1
11.3,-1.1
11.6,-1.3
11.9,-1.27
12.2,-1.32
12.7,-1.03
12.8,-1.18
12.9,-1.01
13.1,-1.03
13.4,-1.17
13.7,-1.39
14.7,-1.33
14.9,-1.35
15.3,-1.48
15.6,-1.15
16.1,-1.85
16.4,-1.6
16.7,-1.9
17.2,-1.14
17.8,-1.24
67,-1.88
67,-1.79
67,-1.68
67,-1.66
67,-0.89
67,-1.51
67,-1.34
67,-1.26
67,-1.44
67,-1.29
67,-1.21
67,-1.53
67,-1.54
67,-1.6
67,-1.37
67,-1.61
67,-1.59
67,-1.36
68,-1.91
68,-2.24
68,-1.42
68,-1.41
68,-1.71
68,-1.37
68,-1.88
68,-1.93
68,-1.67
68,-1.68
68,-1.75
68,-1.44
68,-1.34
68,-1.33
68,-1.29
68,-1.06
68,-1.05
68,-1.27
68,-1.4
68,-1.26
68,-1.25
68,-1.74
68,-1.35
68,-1.32
68,-1.31
68,-1.5
68,-1.85
68,-1.58
68,-1.63
68,-1.53
68,-1.64
68,-1.57
68,-1.09
68,-1.15
68,-1.89
68,-1.52
68,-1.84
68,-1.54
68,-1.45
68,-1.18
68,-0.87
68,-1.23
68,-1.39
68,-1.6
68,-1.73
68,-1.92
68,-0.98
68,-0.93
68,-1.21
68,-1.3
68,-1.69
68,-0.96
68,-0.85
68,-1.22
68,-1.38
68,-1.56
68,-1.79
68,-1.7
91.1,-1.91
91.1,-1.75
94.65,-2.63
94.65,-2.55
95.6,-1.57
95.82,-3.27
96.04,-2.76
96.12,-2.91
96.82,-2.42
96.94,-2.58
97.67,-2.04
97.96,-2.16
98.07,-2.15
98.65,-3.23
98.65,-2.61
98.73,-2.59
98.81,-3.09
98.81,-2.35
98.98,-2.38
99.14,-3.42
99.14,-3.15
99.2,-2.9
99.3,-2.91
99.33,-2.79
99.66,-2.85
99.66,-2.77
99.83,-2.97
99.93,-2.46
99.97,-2.82
99.98,-2.48
100.06,-3.4
100.06,-2.87
100.07,-3.22
100.07,-2.21
100.08,-2.53
100.16,-3.02
100.16,-2.94
100.16,-2.64
100.24,-3.14
100.51,-2.86
100.54,-2.89
100.65,-2.99
100.74,-3.71
100.88,-2.63
100.92,-2.65
101.01,-2.57
101.05,-2.99
101.12,-2.63
48.8,-3.65
48.8,-3
48.8,-2.13
49.18,-2.73
49.18,-2.67
49.18,-2.28
49.18,-1.83
49.36,-2.66
49.36,-2.58
49.7,-3.42
49.7,-2.87
49.7,-2.84
49.7,-2.29
49.85,-3.03
49.85,-2.38
49.85,-1.79
49.98,-3.71
49.98,-3.18
49.98,-3.05
49.98,-3.04
49.98,-2.89
50.23,-3.68
50.23,-3.28
50.23,-2.47
50.44,-3.19
50.44,-3.08
50.44,-3.04
50.44,-2.93
51.35,-3.41
51.35,-3.04
51.35,-2.63
51.8,-2.35
51.8,-2.23
52.13,-3.71
52.13,-3.67
52.13,-2.88
53.42,-3.67
53.42,-3.34
53.42,-3.1
53.42,-2.99
53.42,-2.81
53.42,-2.43
53.95,-3.65
53.95,-3.58
53.95,-3.45
53.95,-2.63
54.43,-3.82
54.43,-3.54
54.43,-3.28
54.43,-2.87
54.54,-3.16
54.54,-2.88
54.54,-2.04
54.73,-3.95
54.73,-3.56
54.73,-3.14
54.83,-3.93
54.83,-3.74
54.86,-4.34
54.86,-3.8
54.86,-3.7
54.86,-3.66
54.91,-3.52
54.91,-3.07
54.96,-4.41
54.96,-4.14
54.99,-3.69
54.99,-3.24
54.99,-3.14
55.01,-4.47
55.01,-4.05
55.02,-4.19
55.02,-3.89
55.02,-4.47
55.02,-4.27
55.02,-4.2
55.02,-3.73
55.02,-3.26
55.02,-3.79
55.02,-3.72
55.02,-3.65
55.02,-3.61
55.02,-3.4
55.02,-4.3
55.02,-3.94
55.02,-3.2
55.02,-3.11
55.02,-2.97
55.03,-4.11
55.03,-3.94
55.03,-3.59
55.03,-3.42
55.04,-4.26
55.04,-3.83
55.04,-3.49
55.04,-3.39
55.04,-3.33
55.04,-3.29
55.04,-3.25
55.04,-3.2
55.04,-3.15
55.04,-2.75
55.08,-4.05
55.08,-4
55.08,-3.98
55.08,-3.95
55.08,-3.58
55.1,-3.95
55.1,-3.38
55.13,-4.04
55.13,-3.71
55.15,-3.22
55.15,-3.19
55.16,-3.91
55.16,-3.38
55.16,-3.74
55.23,-3.96
55.23,-3.49
55.23,-3.38
55.23,-3.37
55.23,-3.36
55.23,-3.16
55.23,-2.86
0,-2.31
0.01,-2.43
0.01,-2.28
0.01,-2.05
0.01,-2.15
0.01,-2.05
0.01,-2
0.01,-1.75
0.01,-1.59
0.01,-1.53
0.01,-1.39
0.02,-1.2
0.02,-1.23
0.02,-1.35
0.02,-1.12
0.02,-1.4
0.03,-1.59
0.03,-1.4
0.03,-1.57
0.03,-1.65
0.03,-1.48
0.04,-1.46
0.04,-1.62
0.04,-1.37
0.04,-1.57
0.04,-1.59
0.05,-1.38
0.05,-1.68
0.05,-1.58
0.05,-1.62
0.05,-1.98
0.06,-1.66
0.06,-1.49
0.06,-1.63
0.06,-1.52
0.06,-1.38
0.07,-1.38
0.07,-1.46
0.07,-1.76
0.07,-1.5
0.07,-1.86
0.08,-1.93
0.08,-1.74
0.08,-2
0.08,-1.9
0.08,-1.83
0.09,-1.82
0.09,-1.83
0.09,-1.84
0.09,-1.92
0.09,-1.9
0.1,-1.96
0.1,-1.86
0.1,-2.09
0.1,-1.95
0.1,-1.73
0.11,-1.98
0.11,-1.76
0.11,-1.9
0.11,-2.08
0.11,-1.58
0.12,-2.08
0.12,-2.32
0.12,-2.4
0.12,-2.4
0.12,-2.48
0.12,-2.13
0.12,-2.2
0.13,-2.25
0.13,-2.26
0.13,-1.88
0.13,-1.25
0.13,-1.18
0.13,-1.37
0.14,-1.1
0.14,-1.1
0.14,-1.25
0.14,-1.27
0.14,-1.32
0.15,-1.4
0.15,-1.3
0.15,-1.27
0.15,-1.18
0.15,-1.2
0.16,-1.5
0.16,-1.47
0.16,-1.58
0.16,-1.43
0.17,-1.4
0.17,-1.67
0.17,-1.67
0.17,-1.54
0.17,-1.47
0.18,-1.6
0.18,-1.43
0.18,-1.59
0.18,-1.12
0.18,-1.2
0.19,-1.35
0.19,-1.58
0.19,-1.83
0.19,-1.79
0.19,-1.88
0.2,-1.76
0.21,-1.76
0.22,-1.92
0.22,-1.7
0.22,-1.32
0.22,-1.42
0.23,-1.4
0.23,-1.62
0.23,-1.72
0.24,-1.86
0.24,-1.82
0.24,-1.99
0.24,-1.86
0.24,-1.68
0.24,-1.7
0.25,-1.53
0.25,-1.47
0.25,-1.43
0.25,-1.32
0.25,-1.52
0.25,-1.32
0.25,-1.17
0.25,-1.32
0.26,-1.34
0.26,-1.26
0.26,-1.58
0.26,-1.4
0.26,-1.5
0.26,-1.53
0.27,-1.67
0.27,-1.33
0.27,-1.35
0.28,-1.4
0.28,-1.38
0.29,-1.69
0.29,-1.59
0.3,-1.53
0.3,-1.83
0.31,-1.83
0.31,-2
0.31,-1.9
0.32,-1.68
0.32,-1.78
0.32,-1.75
0.33,-1.68
0.34,-1.8
0.34,-1.13
0.35,-1.23
0.35,-1.28
0.35,-1.03
0.35,-1.04
0.36,-1.19
0.36,-1.4
0.36,-1.3
0.36,-1.48
0.36,-1.43
0.37,-1.58
0.37,-1.62
0.37,-1.58
0.38,-1.42
0.38,-1.53
0.38,-1.69
0.38,-1.67
0.39,-1.73
0.39,-1.7
0.4,-1.83
0.4,-2.2
0.41,-2.4
0.41,-2
0.41,-2.1
0.41,-2.07
0.42,-1.9
0.42,-1.92
0.42,-1.66
0.42,-1.48
0.42,-1.25
0.43,-0.77
0.43,-0.75
0.43,-0.78
0.43,-0.43
0.44,-0.75
0.44,-1.1
0.45,-0.99
0.45,-0.92
0.45,-1.12
0.46,-1.24
0.46,-1.45
0.47,-1.22
69.51,-0.88
69.7,-1
69.78,-1.12
70.02,-1.04
70.12,-1.09
70.34,-1.04
70.39,-1.07
70.44,-1.28
70.49,-1.08
70.54,-1.03
70.59,-1.25
70.67,-1.17
70.72,-1.08
70.75,-0.98
70.81,-1.21
70.85,-1.1
70.98,-1.06
71,-1.08
71.08,-1.16
71.19,-1.04
71.24,-1.2
71.31,-1.28
71.35,-1.2
71.4,-1.13
71.46,-1.22
71.51,-1.08
71.55,-1.08
71.63,-1.24
71.68,-1.3
71.73,-1.17
71.78,-1.19
71.95,-1.26
72,-1.27
72.05,-1.51
72.15,-1.4
72.28,-1.16
72.33,-1.1
72.37,-1.05
72.42,-1.13
72.46,-1.04
72.52,-1.33
72.59,-1.09
72.64,-1.2
72.69,-1.3
72.74,-1.21
72.79,-1.07
72.84,-1.35
72.89,-1.36
72.91,-1.07
73.21,-1.3
73.24,-1.1
73.28,-1.23
73.34,-1
73.39,-1.11
73.44,-1.24
73.49,-1.13
73.53,-1.44
73.56,-1.34
73.85,-1.26
73.88,-1.46
73.93,-1.42
73.98,-1.38
74.03,-1.39
74.07,-1.2
74.13,-1.22
74.2,-1.22
74.25,-1.7
74.3,-1.36
74.35,-1.56
74.39,-1.37
74.5,-1.17
74.53,-1.08
74.63,-1.09
74.66,-1.17
74.72,-1.24
74.76,-1.39
74.82,-1.01
74.89,-1.12
69.46,-0.89
69.47,-0.82
3.4,-1.94
3.4,-2.22
3.4,-2.25
3.4,-2.27
3.4,-1.66
3.4,-2.23
5,-1.62
5,-1.6
5,-1.96
5,-1.8
6.3,-1.4
6.3,-1.62
7.2,-1.63
7.2,-1.96
7.2,-2.07
7.2,-2.22
7.2,-1.67
8.8,-1.67
8.8,-2.46
8.8,-2.17
10.2,-1.84
10.2,-2.16
10.2,-2.18
10.2,-1.97
10.2,-1.76
10.9,-1.91
10.9,-1.92
10.9,-1.55
10.9,-1.36
12,-1.71
12,-1.31
12,-1.77
12,-1.97
13.4,-1.68
13.4,-1.31
13.4,-2.19
14,-1.85
14,-2.68
14,-2.07
14.7,-2.34
14.7,-2.06
14.7,-2.22
14.7,-2.75
14.7,-2.38
15.5,-1.91
15.5,-2.7
15.5,-1.8
16.6,-2.03
16.6,-2.54
16.6,-2.75
16.6,-2.7
17.5,-1.13
17.5,-1.92
17.5,-2.76
17.5,-2.63
17.5,-2.18
17.5,-1.98
21.03,-1.96
21.06,-1.73
21.09,-2.03
21.12,-1.53
21.15,-1.6
21.16,-1.8
21.19,-1.74
21.22,-1.72
21.25,-1.81
21.27,-1.67
21.29,-1.73
21.33,-1.77
21.35,-1.72
21.37,-1.64
21.39,-1.43
21.41,-1.57
21.45,-1.57
21.47,-1.56
21.49,-1.4
21.51,-1.7
21.55,-1.8
21.57,-1.53
21.59,-1.86
21.61,-1.68
21.67,-1.6
21.69,-1.73
21.71,-1.8
21.73,-1.8
21.75,-1.69
21.77,-1.6
21.79,-1.43
21.83,-1.83
21.86,-1.68
21.89,-1.8
21.92,-1.77
21.95,-1.93
22.03,-1.67
22.05,-1.7
22.1,-1.93
22.12,-1.82
22.15,-2.13
22.17,-1.53
22.2,-1.62
22.23,-1.47
22.27,-1.8
22.33,-1.65
22.36,-1.63
22.4,-2.1
22.48,-2.08
22.51,-1.93
22.57,-2
22.59,-1.97
22.66,-1.58
22.71,-1.88
22.76,-2.1
22.79,-1.53
22.83,-1.9
22.91,-1.64
22.96,-1.87
22.98,-2.08
23.01,-2.2
23.05,-2.2
23.07,-2.13
23.1,-1.85
23.15,-2.1
23.2,-1.88
23.23,-1.83
23.26,-2.29
23.32,-2.15
23.36,-1.82
23.38,-2.08
23.42,-2.1
24.3,-2.64
24.3,-2.58
24.3,-2.56
24.3,-2.52
24.3,-2.52
24.3,-2.5
24.3,-2.5
24.3,-2.44
24.3,-2.42
24.3,-2.42
24.3,-2.32
24.3,-2.27
24.3,-2.09
24.3,-2.07
24.3,-2.03
24.3,-1.85
24.3,-1.69
6.4,-1.35
6.5,-1.8
9.3,-1.48
9.3,-1.82
9.3,-1.86
9.3,-1.88
9.3,-1.83
9.3,-1.85
9.3,-1.75
9.3,-1.8
9.3,-1.72
9.3,-1.68
9.3,-1.59
9.3,-2.03
9.3,-1.96
9.3,-1.78
9.3,-2.06
9.3,-2
9.3,-1.92
9.3,-1.9
9.3,-1.7
9.3,-2.38
9.3,-2.04
9.87,-2.2
9.87,-2.48
9.87,-2.28
9.87,-2.18
9.87,-2.33
9.87,-2.09
9.87,-2.56
9.87,-2.38
9.87,-2.61
9.87,-2.5
9.87,-2.35
9.87,-2.3
9.87,-2.65
9.87,-2.43
9.87,-2.31
9.87,-2.42
9.87,-2.36
