age,value
357.64,2.44
357.7,2.26
357.81,2.97
357.9,1.73
358,2.22
358.14,2.16
358.21,1.91
358.3,3.31
358.35,4.63
358.4,5.07
358.5,5.63
358.6,5.81
358.71,5.74
358.81,5.69
358.91,5.68
359.01,5.64
359.12,5.69
359.22,5.75
359.3,5.63
359.43,5.53
359.52,5.27
359.62,5.04
359.71,3.53
359.77,2.7
359.82,2.13
359.93,1.62
360,1.6
360.2,1.64
360.31,1.23
360.42,0.23
360.53,0.62
360.65,1.34
360.76,1.51
360.81,1.57
360.92,1.76
361.04,1.89
361.33,2.04
361.63,2.06
361.85,2.1
361.99,2
362.14,2.05
362.28,2.01
362.43,2.04
362.57,1.85
362.71,1.76
362.85,1.83
362.99,1.97
363.13,2.01
363.27,1.88
363.4,1.74
363.51,1.6
363.64,1.56
363.78,1.62
363.91,1.7
364.05,1.75
364.18,1.7
364.32,1.77
364.45,1.8
364.59,2
364.72,1.93
364.93,1.84
365.1,1.8
365.28,1.8
365.45,1.88
365.58,1.87
365.7,1.83
365.82,1.86
365.93,1.9
366.06,2.04
366.17,2.04
366.28,2.1
366.39,2.1
366.5,2.09
366.6,2.18
366.7,2.3
366.81,2.27
366.92,2.12
367.02,2.1
367.13,2.1
367.24,2.12
367.34,2.28
367.41,2.3
367.53,1.83
367.61,1.71
367.72,1.43
367.84,1.27
367.91,1.31
368.08,1.3
368.17,1.31
368.25,1.32
368.35,1.24
368.44,1.3
368.53,1.44
368.62,1.6
368.73,1.32
368.8,1.28
368.91,1.28
369.02,1.47
369.13,1.32
369.2,1.34
369.31,1.65
369.42,1.65
369.52,1.67
369.63,1.78
369.7,1.87
369.81,1.81
369.92,2.01
370.03,2.06
370.11,1.79
370.2,1.51
370.3,1.69
370.4,1.96
370.5,2.18
370.61,2.28
370.71,2.5
370.81,2.7
370.91,2.13
371.01,3.07
371.1,2.86
371.21,2.5
371.31,1.98
371.41,1.68
371.51,0.77
371.6,0.64
371.7,0.61
371.8,0.63
371.91,0.88
372,0.79
372.11,1.31
372.2,1.43
372.31,2.24
372.36,2.94
372.41,0.76
372.51,-0.44
372.61,0.1
372.71,-0.01
372.81,0.31
372.91,1.26
373.26,2.52
373.31,2.66
373.37,2.26
373.42,1.68
373.51,2.02
373.55,2.39
373.63,3.07
373.71,2.91
373.83,2.43
373.95,2.23
374.01,1.87
374.12,1.36
374.27,1.81
374.34,2.03
374.42,2.15
374.56,1.58
374.65,0.91
374.75,0.27
374.86,0.02
374.96,-0.35
375.06,-0.25
375.16,-0.15
375.2,0.41
375.31,-0.1
375.4,0.72
375.45,1.75
375.5,2.22
375.55,2.71
375.6,2.85
375.65,2.23
375.7,1.28
375.75,0.6
375.8,2.56
375.85,4.44
375.91,4.05
375.95,4.08
376,3.74
376.05,3.43
376.11,2.88
376.15,1.98
376.2,0.55
376.3,0.33
376.4,0.43
376.51,0.75
376.62,0.87
376.71,0.85
376.82,0.66
376.9,0.46
377.01,0.54
377.13,0.68
377.21,0.55
377.32,0.57
377.4,0.85
377.5,0.96
377.61,0.78
377.71,0.43
377.81,0.16
377.9,0.84
378,0.63
378.06,1.27
378.11,1.76
378.15,1.87
378.21,2.4
378.3,1.82
378.41,2.62
378.5,3.27
378.61,2.49
378.66,2.27
378.7,1.64
378.75,2.05
378.81,2.74
378.9,1.72
378.95,0.79
379,1.07
379.05,1.04
379.1,0.23
379.15,-0.39
379.22,-1.5
379.25,-0.33
379.31,-0.31
379.52,-0.03
379.6,0.79
379.66,-0.2
379.72,-0.81
379.74,-0.67
379.99,0.03
380.06,0.43
380.14,0.63
380.22,0.6
380.3,0.57
380.41,0.64
380.5,0.84
380.61,1.2
380.7,1.41
380.75,1.57
380.81,2.35
380.85,2.51
380.9,2.66
380.95,2.4
381,2.29
381.05,2.12
381.11,1.73
381.21,1.71
381.3,1.44
381.35,1.17
381.4,0.83
381.5,0.82
381.59,0.5
381.71,0.34
381.8,-0.24
381.9,-0.35
382.02,0.66
382.11,0.83
382.23,0.63
382.3,0.48
382.41,0.45
382.51,0.8
382.62,0.67
382.72,0.78
382.82,0.71
382.9,0.67
383.03,1.07
383.11,1.02
383.23,0.94
383.35,0.6
383.41,0.56
383.53,0.67
383.66,0.56
383.72,0.64
383.84,0.64
383.96,0.6
384.02,0.58
384.14,0.45
384.2,0.51
384.33,0.32
384.46,0.66
384.53,0.98
384.66,1.24
384.72,1.36
384.85,1.34
384.91,0.9
385.04,0.13
385.11,-0.03
385.24,-0.34
385.3,-0.25
385.43,0.43
385.56,0.27
385.62,0.26
385.75,0.46
385.82,0.45
385.95,0.14
386.01,-0.14
386.14,-0.15
386.21,0.13
386.34,0.54
386.4,0.5
386.5,0.43
386.7,0.44
386.79,0.41
386.89,0.36
386.99,0.23
387.08,0.16
387.18,0.1
387.28,0.05
387.37,0.02
387.47,0.01
387.57,0.09
387.66,0.26
387.76,0.57
388.44,1.41
389.05,1.65
389.63,1.81
389.85,1.97
390.07,2.03
390.29,1.99
390.51,1.91
390.73,1.83
390.95,1.82
391.17,1.76
391.39,1.72
391.62,1.63
391.84,1.65
392.06,1.78
392.28,1.88
392.5,1.96
392.59,1.9
392.68,1.76
392.77,1.65
392.86,1.6
392.95,1.6
393.04,1.63
393.13,1.64
393.22,1.59
393.31,1.52
393.4,1.41
393.49,1.34
393.58,1.27
393.67,1.19
393.76,1.18
393.85,1.15
393.94,1.14
394.03,1.12
394.12,1.07
394.21,1.01
394.3,0.94
394.43,0.95
394.56,0.94
394.7,0.94
394.83,0.96
394.96,1
395.09,1.09
395.23,1.17
395.36,1.21
395.49,1.23
395.63,1.25
395.72,1.3
395.82,1.36
395.91,1.4
396.01,1.45
396.1,1.57
396.2,1.65
396.29,1.78
396.38,1.76
396.48,1.84
396.57,1.86
396.67,2.03
396.76,2.12
396.86,2.23
396.95,2.21
397.05,2.22
397.14,2.2
397.24,2.22
397.33,2.25
397.43,2.14
397.52,2.02
397.62,1.87
397.71,1.62
397.8,1.38
397.9,1.24
397.99,1.12
398.09,1.03
398.18,0.87
398.29,0.64
398.4,0.54
398.52,0.61
398.63,0.57
398.75,0.55
398.86,0.59
398.98,0.66
399.09,0.67
399.21,0.67
399.32,0.62
399.44,0.51
399.55,0.25
399.67,0
399.78,0.24
399.9,0.76
400.01,1.13
400.13,1.24
400.24,1.17
400.36,0.81
400.53,0.63
400.69,0.49
400.84,0.45
401,0.4
401.15,0.37
401.31,0.32
401.47,0.23
401.62,0.22
401.78,0.2
401.94,0.2
402.07,0.19
402.19,0.15
402.31,0.13
402.43,0.12
402.55,0.14
402.67,0.16
402.79,0.21
402.91,0.21
403.03,0.29
403.15,0.3
403.27,0.33
403.39,0.33
403.51,0.26
403.63,0.2
403.75,0.15
403.88,0.15
404,0.17
404.19,0.23
404.43,0.26
404.68,0.27
404.93,0.22
405.17,0.22
405.42,0.28
405.67,0.33
405.82,0.41
405.96,0.45
406.09,0.5
406.22,0.54
406.36,0.62
406.49,0.8
406.63,0.9
406.76,0.97
406.89,1.02
407.03,1.01
407.16,1.08
407.3,1.15
407.41,1.33
407.52,1.49
407.63,1.67
407.74,1.79
407.85,1.86
407.96,1.87
408.08,2
408.19,2.14
408.3,2.19
408.41,2.23
408.52,2.23
408.63,2.22
408.74,2.32
408.85,2.32
408.96,2.45
409.07,2.52
409.18,2.54
409.3,2.49
409.41,2.39
409.52,2.31
409.63,2.22
409.74,2.06
409.85,1.99
409.96,1.86
410.07,1.85
410.18,1.88
410.29,1.9
410.41,1.99
410.52,2.07
410.64,1.87
410.7,1.76
410.82,1.62
410.93,1.43
411.01,1.27
411.12,1.28
411.23,1.6
411.3,1.66
411.34,1.76
411.41,1.95
411.52,1.69
411.64,2
411.71,2.32
411.82,2.33
411.94,1.97
412.02,1.94
412.18,1.81
412.25,1.68
412.33,1.45
412.41,1.18
412.52,0.96
412.63,0.89
412.75,0.86
412.86,0.87
412.98,0.87
413.09,0.93
413.21,0.91
413.33,0.89
413.44,0.75
413.56,0.7
413.67,0.61
413.79,0.62
413.91,0.57
414.02,0.54
414.14,0.46
414.25,0.35
414.37,0.2
414.48,0.13
414.6,0.07
414.72,0.02
414.83,-0.07
414.95,-0.13
415.06,-0.21
415.18,-0.24
415.29,-0.25
415.41,-0.19
415.53,-0.12
415.64,-0.05
415.76,0.03
415.87,0.22
415.99,0.43
416.11,0.62
416.22,0.67
416.34,0.66
416.45,0.69
416.57,1.07
416.68,1.73
416.8,2.15
416.92,2.27
417.03,2.33
417.15,2.28
417.26,2.52
417.38,2.84
417.49,3.17
417.61,3.28
417.73,3.18
417.84,3.3
417.96,3.27
418.07,3.28
418.19,3.21
418.31,3.16
418.42,3.27
418.54,3.41
418.65,3.37
418.77,3.33
418.88,3.2
419,3.05
419.06,3.5
419.09,2.53
419.12,2.08
419.22,1.52
419.25,1.28
419.31,0.67
419.4,-0.05
419.53,-0.38
419.62,-0.62
419.72,-0.34
419.81,0.07
419.9,0.26
420.03,0.14
420.12,0.12
420.21,0.87
420.34,1
420.43,0.01
420.52,-0.37
420.62,0.08
420.71,0.13
420.8,-0.1
420.93,-0.18
421.02,0
421.11,-0.19
421.21,0.01
421.3,-0.16
421.43,-0.36
421.52,-0.46
421.61,-0.25
421.71,-0.33
421.83,-0.32
421.92,-0.2
422.02,-0.32
422.11,-1.16
422.2,-1.04
422.33,-1.31
422.42,-0.82
422.51,-0.99
422.61,-0.68
422.7,-0.22
422.82,-0.43
422.91,-0.02
423.01,1.15
423.05,1.9
423.1,2.79
423.13,4.97
423.15,6.69
423.17,7.37
423.2,8.42
423.23,8.23
423.25,7.28
423.27,7.44
423.3,7.51
423.33,7.07
423.35,6.1
423.37,5.71
423.4,7.74
423.43,7.17
423.45,7.42
423.5,7.49
423.53,7.92
423.57,6.52
423.6,6.07
423.63,5.83
423.65,5.31
423.67,4.33
423.7,4.08
423.73,3.84
423.75,3.49
423.77,2.65
423.8,2.49
423.85,1.77
423.91,1.73
424,1.8
424.11,0.99
424.21,1.38
424.31,1.38
424.41,1.66
424.5,1.37
424.61,1.22
424.7,1.13
424.81,1.18
424.91,1.11
425,1.23
425.12,1.28
425.2,1.17
425.31,1.53
425.4,1.57
425.51,0.51
425.6,1.02
425.71,1.22
425.8,1.04
425.91,1.57
426,1.38
426.11,1.77
426.21,1.26
426.31,1.21
426.41,1.55
426.51,1.56
426.61,0.94
426.7,1.27
426.8,0.42
426.9,0.3
426.96,0.79
427,1.43
427.06,2.52
427.1,3.05
427.2,2.8
427.3,2.75
427.4,2.6
427.5,1.98
427.6,1.79
427.7,1.69
427.8,1.59
427.86,2.61
427.9,3.18
427.95,3.36
428,4.92
428.05,3.62
428.12,4.38
428.16,3.43
428.2,2.73
428.26,1.86
428.3,0.37
428.4,0.3
428.51,0.61
428.61,0.3
428.71,0.24
428.81,0.29
428.91,0.19
429.01,0.25
429.11,0.11
429.21,0
429.31,0.01
429.41,0.03
429.51,-0.07
429.61,-0.01
429.71,-0.02
429.81,-0.01
429.91,-0.01
430.01,-0.01
430.11,-0.12
430.21,-0.03
430.31,-0.11
430.41,-0.2
430.51,-0.01
430.6,-0.03
430.7,0
430.8,0.12
430.9,0.03
431,-0.05
431.1,-0.01
431.2,0.01
431.3,0.29
431.4,-0.2
431.5,0.39
431.6,0.95
431.7,1.78
431.8,1.77
431.85,2.94
431.9,3.53
431.95,3.32
432,3.76
432.05,3.89
432.1,4.27
432.2,4.46
432.3,4.4
432.35,4.84
432.4,4.81
432.45,5.35
432.5,4.97
432.6,5.36
432.7,4.84
432.75,4.53
432.8,3.95
432.85,2.72
432.9,2.35
433.01,2.6
433.11,2.23
433.21,2.12
433.31,1.94
433.4,2.09
433.5,1.76
433.6,2.07
433.7,1.66
433.81,1.71
433.91,1.37
434.01,1.44
434.11,1.63
434.2,1.66
434.3,1.61
434.4,1.63
434.5,1.65
434.61,1.5
434.71,1.66
434.81,1.69
434.91,1.76
435.01,1.29
435.1,1.59
435.2,1.34
435.3,1.67
435.41,1.59
435.51,1.46
435.61,1.92
435.71,2.02
435.81,2
435.9,1.61
436,1.67
436.1,1.64
436.21,1.59
436.31,1.52
436.41,1.37
436.51,1.97
436.61,1.81
436.7,2.25
436.8,2.52
436.9,2.56
437,1.87
437.11,1.55
437.21,2.24
437.26,2.04
437.31,1.33
437.34,-0.34
437.41,-0.15
437.5,-0.46
437.6,-1.14
437.7,-0.63
437.8,-0.98
437.91,-0.86
438.01,-0.59
438.11,-0.7
438.21,-0.07
438.26,0.02
438.3,0.54
438.4,1.05
438.5,1.36
438.55,1.46
438.6,1.62
438.62,2.09
438.64,3.88
438.67,5.17
438.7,5.66
438.72,5.84
438.76,5.64
438.78,5.19
438.8,5.16
438.82,4.4
438.85,2.06
438.87,0.44
438.9,0.31
438.95,0.34
439,0.64
439.05,0.76
439.11,0.61
439.15,0.13
439.21,-0.4
439.25,-0.38
439.31,0.06
439.41,0.17
439.51,0.48
439.6,0.83
439.66,0.37
439.7,0.76
439.75,1.26
439.8,0.98
439.85,0.3
439.9,0.07
439.95,0.68
439.95,0.68
440.01,0.47
440.05,0.77
440.11,1.41
440.21,1.26
440.31,1.59
440.41,1.73
440.46,1.79
440.5,1.64
440.56,0.22
440.6,-0.44
440.67,0.01
440.71,0.25
440.81,0.31
440.91,0.01
441.02,0.12
441.12,-0.18
441.2,-0.23
441.3,-0.48
441.41,-0.53
441.51,-0.36
441.61,-0.47
441.72,-0.44
441.8,-0.52
441.9,-0.57
442.01,-0.44
442.11,-0.42
442.21,-0.49
442.32,-0.31
442.42,-0.27
442.5,0.09
442.6,0.37
442.71,0.48
442.75,0.74
442.81,1.12
442.91,1.14
443.02,0.87
443.1,0.65
443.21,0.55
443.3,0.88
443.35,1.05
443.44,1.42
443.53,1.77
443.63,2.19
443.72,2.49
443.81,2.77
443.86,3.23
443.9,3.77
443.95,4.51
444,5.11
444.06,5.52
444.11,5.59
444.17,5.62
444.22,5.66
444.28,5.94
444.33,6.21
444.39,6.5
444.44,6.58
444.5,6.53
444.55,6.03
444.61,5.43
444.66,4.47
444.72,4.23
444.77,4.5
444.83,4.68
444.88,4.48
444.94,3.91
444.99,3.31
445.05,2.63
445.1,2.22
445.16,1.81
445.21,1.43
445.31,1.04
445.42,0.88
445.52,0.89
445.63,1.05
445.73,1.2
445.83,1.29
445.94,1.41
446.04,1.49
446.15,1.57
446.25,1.57
446.36,1.55
446.46,1.54
446.56,1.44
446.67,1.39
446.77,1.3
446.88,1.26
446.98,1.17
447.08,1.16
447.19,1.1
447.29,1.13
447.4,1.13
447.5,1.17
447.57,1.17
447.64,1.17
447.71,1.14
447.78,1.11
447.85,1.07
447.92,1.04
448.05,1.12
448.12,1.18
448.26,1.13
448.33,1.02
448.4,0.93
448.53,0.79
448.66,0.75
448.79,0.71
448.91,0.73
449.04,0.77
449.17,0.9
449.3,1.09
449.4,1.23
449.45,1.07
449.5,0.81
449.6,0.1
449.68,0.99
449.69,1.04
449.7,0.87
449.71,0.63
449.82,-0.2
449.92,-0.83
450,-0.87
450.17,-0.9
450.25,-0.91
450.33,-1.12
450.42,-1.14
450.5,-1.06
450.6,-0.11
450.62,0.06
450.65,0.04
450.71,-0.06
450.82,-0.2
450.91,-1.07
451.02,-0.68
451.11,-1.35
451.21,-0.23
451.31,-0.14
451.42,-0.05
451.48,0
451.6,-0.43
451.71,-0.94
451.81,-0.88
451.91,-0.83
452.02,-0.48
452.12,-0.68
452.21,0.09
452.26,0.39
452.39,0.44
452.51,0.94
452.55,1.7
452.6,2.49
452.61,2.62
452.62,2.56
452.66,2.17
452.7,1.66
452.75,0.71
452.82,0.55
452.95,0.6
453.02,0.73
453.16,0.68
453.23,0.67
453.36,0.7
453.43,0.71
453.5,0.72
453.64,0.6
453.71,0.57
453.84,0.57
453.91,0.62
454.05,0.67
454.12,0.58
454.25,0.35
454.32,0.29
454.46,0.25
454.53,0.21
454.66,0.12
454.73,0.14
454.87,0.35
454.94,0.43
455,0.46
455.14,0.36
455.21,0.31
455.35,0.19
455.41,0.08
455.55,-0.03
455.62,-0.04
455.76,-0.2
455.82,-0.29
455.96,-0.4
456.03,-0.39
456.17,-0.32
456.23,-0.27
456.3,-0.23
456.44,-0.11
456.51,-0.04
456.64,0.08
456.71,0.13
456.85,0.15
456.92,0.14
457.05,0.19
457.12,0.23
457.26,0.29
457.33,0.31
457.46,0.37
457.53,0.46
457.6,0.55
457.7,0.69
457.79,0.76
457.89,0.79
457.99,0.83
458.08,0.86
458.18,0.86
458.28,0.83
458.37,0.85
458.47,0.89
458.57,0.92
458.67,0.97
458.76,0.99
458.86,1.02
458.96,1.02
459.06,0.99
459.15,0.98
459.25,1.01
459.33,1.05
459.41,1.03
459.49,1.05
459.57,1.06
459.65,1.07
459.73,1.08
459.81,1.06
459.89,1
459.97,0.95
460.05,0.94
460.13,0.99
460.21,1.07
460.37,1.13
460.46,1.1
460.54,1.08
460.62,1.09
460.78,1.13
460.86,1.1
460.94,1.15
461.02,1.14
461.18,1.29
461.26,1.35
461.34,1.33
461.42,1.38
461.5,1.36
461.58,1.48
461.71,1.55
461.84,1.61
461.97,1.62
462.1,1.6
462.23,1.58
462.36,1.58
462.49,1.6
462.62,1.66
462.75,1.64
462.88,1.67
463.01,1.69
463.14,1.72
463.27,1.77
463.4,1.78
463.53,1.84
463.66,1.81
463.79,1.8
463.92,1.73
464.05,1.69
464.18,1.66
464.31,1.68
464.44,1.66
464.57,1.62
464.7,1.6
464.83,1.54
464.96,1.45
465.01,1.34
465.11,1.08
465.22,1.08
465.32,1.17
465.42,1.24
465.52,1.29
465.6,1.28
465.7,1.11
465.8,0.83
465.91,0.78
466.01,0.7
466.11,0.71
466.21,0.57
466.32,0.52
466.42,0.62
466.5,0.58
466.62,0.5
466.7,0.54
466.8,0.51
466.9,0.48
467.05,0.4
467.16,0.34
467.28,0.34
467.39,0.32
467.51,0.34
467.62,0.36
467.74,0.34
467.85,0.33
467.97,0.33
468.08,0.31
468.2,0.32
468.31,0.33
468.43,0.31
468.54,0.31
468.66,0.35
468.77,0.4
468.89,0.46
469,0.47
469.12,0.44
469.2,0.25
469.3,0.26
469.4,0.32
469.45,-0.33
469.52,-0.58
469.62,-1.18
469.72,-1.43
469.82,-1.44
469.92,-1.41
470.02,-1.12
470.12,-0.93
470.22,-0.72
470.32,-0.7
470.42,-0.74
470.52,-0.69
470.62,-0.62
470.72,-0.53
470.83,-0.6
470.93,-0.47
471.03,-0.62
471.13,-0.48
471.23,-0.35
471.33,0.07
471.46,0.05
471.52,0.07
471.65,-0.02
471.72,-0.09
471.85,-0.14
471.92,-0.08
472.05,-0.15
472.11,-0.22
472.24,-0.25
472.31,-0.24
472.44,-0.23
472.51,-0.27
472.64,-0.59
472.7,-0.69
472.83,-0.38
472.9,-0.3
473.07,-0.3
473.15,-0.39
473.23,-0.52
473.32,-0.74
473.4,-0.87
473.57,-0.95
473.65,-0.88
473.73,-0.86
473.82,-0.87
473.9,-0.82
474.07,-0.75
474.15,-0.74
474.23,-0.74
474.32,-0.75
474.4,-0.74
474.57,-0.76
474.65,-0.79
474.73,-0.81
474.82,-0.8
474.9,-0.82
475.07,-0.93
475.15,-0.97
475.23,-0.89
475.32,-0.89
475.4,-0.94
475.55,-1.11
475.71,-1.24
475.86,-1.37
476.02,-1.56
476.17,-1.87
476.33,-2.19
476.48,-2.2
476.64,-2.21
476.79,-2.27
476.95,-2.34
477.1,-2.26
477.28,-2.07
477.36,-2.09
477.45,-2.25
477.54,-2.32
477.63,-2.02
477.71,-1.61
477.8,-1.05
477.94,-0.66
478.08,-0.73
478.22,-1.06
478.35,-1.31
478.49,-1.33
478.63,-1.32
478.77,-1.29
478.91,-1.35
479.05,-1.47
479.19,-1.53
479.32,-1.56
479.46,-1.52
479.6,-1.51
479.74,-1.54
479.88,-1.55
480.02,-1.56
480.16,-1.43
480.29,-1.52
480.43,-1.5
480.57,-1.42
480.71,-1.12
480.85,-1.1
480.99,-1.17
481.13,-1.62
481.26,-1.55
481.4,-1.46
481.54,-1.12
481.68,-0.88
481.72,-0.77
481.8,-1.14
481.92,-1.06
482,-1.1
482.1,-0.54
482.2,0.36
482.3,1.06
482.4,0.98
482.5,0.73
482.6,0.04
482.7,-0.43
482.8,-0.7
482.9,-0.75
483,-0.73
483.1,-0.68
483.18,-0.62
483.2,-0.64
483.5,-0.62
483.81,-0.64
484.11,-0.55
484.42,-0.57
484.72,-0.44
485.03,-0.45
485.33,-0.39
485.63,-0.39
485.94,-0.29
486.24,0.03
486.55,0.45
486.88,0.8
486.94,0.8
487.03,0.48
487.12,0.13
487.21,0.41
487.32,0.58
487.41,0.52
487.5,0.72
487.62,0.36
487.71,0.42
487.83,0.56
487.92,0.8
488.01,0.9
488.12,0.98
488.21,0.7
488.3,0.51
488.42,0.12
488.51,0.29
488.63,0.21
488.72,0.26
488.81,0.51
488.93,0.45
489.01,0.11
489.1,0.03
489.22,0.25
489.31,-0.04
489.43,-0.37
489.52,-0.33
489.61,-0.29
489.73,-0.66
489.81,-0.79
489.9,-1.09
490.02,-1.04
490.11,-0.85
490.2,-0.69
490.32,-0.8
490.41,-0.72
490.53,-0.44
490.61,-0.18
490.7,-0.19
490.82,0.02
490.91,-0.07
491,0.06
491.14,0.35
491.24,0.64
491.33,0.93
491.43,0.97
491.53,0.98
491.62,1.08
491.72,1.26
491.81,1.05
491.91,0.33
492,0.6
492.15,0.63
492.24,0.77
492.34,0.95
492.43,0.98
492.53,1.38
492.62,1.52
492.72,1.69
492.81,1.62
492.91,1.62
493.01,1.81
493.1,1.88
493.24,2.04
493.34,2
493.44,2.05
493.53,2.14
493.63,2.09
493.72,1.95
493.82,2.11
493.91,2.36
494.01,2.41
494.1,2.36
494.2,1.85
494.31,2.67
494.41,3.48
494.5,3.22
494.6,3.8
494.71,2.89
494.8,3.26
494.9,3.73
495.01,4.16
495.11,4.45
495.2,4.36
495.31,4.46
495.41,3.94
495.5,3.19
495.6,3.01
495.71,3.73
495.81,3.58
495.9,3.44
496.01,2.6
496.11,3.07
496.19,3.01
496.3,2.41
496.41,2.84
496.51,1.9
496.6,1.72
496.71,1.57
496.81,1
496.9,1.06
497,0.64
497.14,1.21
497.23,1.81
497.33,1.9
497.43,1.78
497.51,1.54
497.6,1.17
497.74,0.93
497.85,0.9
498.01,0.98
498.14,1.19
498.26,1.21
498.4,1.1
498.51,0.65
498.6,0.6
498.74,0.33
498.86,0.25
498.94,0.07
499.03,0.09
499.17,0.23
499.38,0.41
499.46,0.67
499.55,0.63
499.66,0.5
499.79,0.23
499.9,0.23
500.1,0.05
500.19,0.12
500.37,0.13
500.5,0.1
500.72,0.24
500.86,0.38
501.19,0.31
501.4,0.03
501.67,-0.34
501.86,-0.5
502.07,-0.52
502.29,-0.67
502.55,-0.66
502.65,-0.38
502.87,-0.09
503,0.2
503.18,0.31
503.43,0.36
503.48,0.38
503.61,0.57
503.7,0.8
503.75,0.59
503.81,0.18
503.84,-0.26
503.89,-0.57
503.97,-0.83
504.01,-0.94
504.07,-1.32
504.16,-1.9
504.27,-2.18
504.3,-2.27
504.44,-2.23
504.5,-2.22
504.57,-2.14
504.82,-1.75
504.93,-1.13
504.99,-0.72
505.07,-0.53
505.25,-0.55
505.3,-0.66
505.44,-0.6
505.53,-0.78
505.62,-0.45
505.8,-0.01
505.94,0.29
506.02,0.27
506.14,0.23
506.22,0.28
506.32,0.28
506.43,0.4
506.6,0.49
506.76,0.55
506.85,0.75
506.99,0.78
507.07,0.78
507.13,0.57
507.21,0.56
507.41,0.92
507.5,1.32
507.64,1.47
507.72,0.98
507.8,0.74
507.9,0.44
508.02,0.18
508.15,-0.02
508.26,-0.08
508.36,0.01
508.44,0.21
508.59,0.42
508.7,-0.05
508.83,-1.02
508.95,-1.89
509,-1.95
509.15,-1.78
509.22,-1.76
509.37,-0.62
509.44,-0.4
509.51,-0.65
509.59,-0.78
509.66,-0.6
509.73,-0.18
509.81,-0.04
509.95,-0.09
510.03,-0.2
510.1,-0.35
510.25,-0.68
510.32,-0.69
510.47,-0.65
510.54,-0.66
510.61,-0.63
510.76,-0.58
510.83,-0.52
510.91,-0.5
511.05,-0.56
511.13,-0.66
511.2,-0.76
511.35,-0.92
511.42,-0.95
511.57,-0.57
511.64,-0.3
511.71,-0.09
511.86,0.22
511.93,-0.01
512.01,-0.01
512.15,0.63
512.23,1.08
512.3,1.73
512.45,2.14
512.52,2.45
512.67,2.92
512.74,3.03
512.81,3.05
512.96,3.15
513.03,3.36
513.11,3.52
513.25,3.56
513.33,3.41
513.4,3.2
513.55,2.77
513.62,2.57
513.77,2.56
513.84,2.57
513.91,2.49
514.06,2.01
514.13,1.61
514.21,1.12
514.35,0.03
514.43,0
514.5,-0.05
514.61,-0.67
514.71,-0.81
514.8,-0.57
514.92,-0.56
515.01,-0.54
515.11,-0.72
515.2,-0.4
515.32,-0.55
515.41,-0.6
515.5,-0.56
515.62,-0.39
515.71,-0.34
515.81,-0.69
515.9,-0.6
516.02,-0.41
516.11,-0.45
516.21,-0.52
516.3,-0.44
516.41,-0.18
516.51,-0.45
516.6,-0.63
516.72,-0.44
516.81,-0.27
516.91,-0.32
517,-0.25
517.12,-0.27
517.21,-0.28
517.31,-0.39
517.4,-0.47
517.51,-0.25
517.61,-0.15
517.7,-0.12
517.82,-0.2
517.91,0.54
517.95,0.91
518.01,1.69
518.1,1.41
518.22,1.13
518.29,1.79
518.4,0.85
518.5,0.94
518.61,1.23
518.71,2.08
518.78,2.89
518.92,1.54
519.01,1.86
519.11,1.25
519.2,2.42
519.31,3.28
519.41,2.39
519.5,2.11
519.62,1.12
519.71,1.83
519.81,0.99
519.9,1.42
520.02,0.64
520.11,0.26
520.21,-0.29
520.3,-0.54
520.41,0.71
520.51,0.37
520.6,0.55
520.72,-0.39
520.81,0.31
520.91,-0.12
521,0.13
521.05,-1.24
521.1,-3.02
521.15,-3.34
521.2,-1.68
521.25,-3.02
521.31,-2.59
521.35,-3.48
521.41,-3.41
521.51,-3.26
521.61,-2.88
521.7,-2.79
521.8,-2.5
521.91,-2.19
522.01,-2.56
522.11,-1.97
522.2,-1.93
522.3,-1.31
522.42,-2.46
522.5,-1.18
522.6,-1.06
522.65,-0.71
522.71,-0.38
522.75,-0.58
522.81,-0.28
522.85,0.61
522.9,-0.66
522.95,-0.74
523,-1.43
523.05,-2.17
523.11,-2.49
523.2,-1.85
523.26,-2.97
523.31,-2.73
523.41,-3.39
523.5,-2.94
523.6,-3.06
523.7,-2.86
523.81,-3.05
523.91,-3.69
524,-3.46
524.1,-3.11
524.21,-3.26
524.3,-2.94
524.4,-2.41
524.5,-2.28
524.6,-2.15
524.7,-1.66
524.75,-1.13
524.8,-0.23
524.85,0.77
524.9,1.76
524.95,2.12
525,1.24
525.05,2.44
525.1,3.31
525.15,3.98
525.2,4.92
525.25,5.26
525.3,5.66
525.34,6.29
525.4,5.15
525.45,6.86
525.52,5.96
525.61,4.35
525.66,5.85
525.71,6.03
525.81,5.87
525.91,5.73
526.03,4.73
526.07,4.48
526.13,3.34
526.23,3.53
526.31,3.39
526.4,3.97
526.52,4
526.6,3.58
526.71,3.6
526.81,3.29
526.91,4.04
527.01,3.85
527.21,4.13
527.31,5.2
527.4,3.88
527.45,1.63
527.51,0.54
527.61,-0.33
527.71,-1.08
527.81,-1.4
527.91,-1.59
528.01,-1.58
528.11,-1.44
528.21,-1.67
528.31,-1.49
528.37,-1.32
528.5,-1.27
528.6,-1.51
528.7,-1.44
528.77,-2.26
528.8,-2.81
528.87,-3.87
528.9,-4.11
528.96,-4.03
529,-2.74
529.03,-1.64
529.1,-1.17
529.21,-0.9
529.25,-0.6
529.31,-0.84
529.41,-0.71
529.5,-0.33
529.61,-0.3
529.71,0.03
529.81,0.65
